Gene,sample1,sample2,sampleN
NTN3,0,0,0
NTN4,1,2,2
NTN5,0,0,1
NTNG1,0,0,0
NTNG2,0,0,0
NTPCR,1,2,2
NTRK1,0,1,0
NTRK2,0,0,0
NTRK3,0,0,0
NTS,8,0,0
NTSR1,0,0,0
NTSR2,0,0,0
NUAK1,4,7,1
NUAK2,0,2,5
NUB1,4,5,3
NUBP1,3,1,2
NUBP2,11,6,6
NUBPL,0,0,0
NUCB1,28,29,22
NUCB2,1,1,2
NUCKS1,91,138,82
NUDC,9,8,5
NUDCD1,1,2,1
NUDCD2,11,15,11
NUDCD3,3,2,2
NUDT1,1,1,0
NUDT10,0,0,0
NUDT11,1,3,6
NUDT12,12,8,8
NUDT13,0,0,0
NUDT14,12,20,18
NUDT15,5,2,4
NUDT16,39,39,21
NUDT16L1,48,31,21
NUDT17,2,7,4
NUDT18,25,21,16
NUDT19,11,23,10
NUDT2,7,7,7
NUDT21,54,35,43
NUDT22,10,10,5
NUDT3,4,14,7
NUDT4,4,9,7
NUDT5,5,5,4
NUDT6,2,1,2
NUDT7,0,1,1
NUDT8,30,43,38
NUDT9,4,7,4
NUF2,0,0,0
NUFIP1,3,1,1
NUFIP2,28,38,24
NUGGC,0,0,0
NUMA1,1,1,1
NUMB,1,1,1
NUMBL,7,12,5
NUP107,2,3,1
NUP133,6,3,3
NUP153,3,3,2
NUP155,1,0,0
NUP160,2,2,2
NUP188,6,6,7
NUP205,2,1,2
NUP210,0,1,0
NUP210L,0,0,0
NUP214,3,3,2
NUP35,1,1,1
NUP37,2,2,2
NUP43,1,2,1
NUP50,4,4,3
NUP54,2,2,2
NUP58,1,1,1
NUP62,9,9,5
NUP62CL,0,0,0
NUP85,4,2,2
NUP88,5,4,4
NUP93,2,2,1
NUP98,1,1,1
NUPR1,70,117,117
NUPR2,12,31,12
NUS1,7,3,9
NUSAP1,0,0,0
NUTF2,14,14,9
NUTM1,0,0,0
NUTM2A,0,0,0
NUTM2G,0,0,0
NVL,0,0,0
NWD1,0,0,0
NWD2,0,0,0
NXF1,12,11,13
NXF3,28,10,10
NXF5,0,0,0
NXN,0,0,0
NXNL1,0,0,0
NXNL2,0,0,0
NXPE1,0,0,0
NXPE2,0,0,0
NXPE3,0,0,0
NXPE4,0,0,0
NXPH1,0,0,0
NXPH2,0,0,0
NXPH3,2,5,0
NXPH4,0,0,0
NXT1,73,148,66
NXT2,6,3,3
NYAP1,1,0,3
NYAP2,0,0,0
NYNRIN,8,9,6
NYX,0,0,0
OAF,108,109,93
OARD1,4,3,3
OAS1,3,4,3
OAS2,6,8,2
OAS3,4,2,2
OASL,0,1,1
OAT,5,5,3
OAZ1,1371,1732,874
OAZ2,65,81,42
OAZ3,3,3,0
OBP2A,0,0,0
OBP2B,0,0,0
OBSCN,0,0,0
OBSL1,2,2,3
OCA2,0,0,0
OCEL1,25,18,16
OCIAD1,6,7,4
OCIAD2,46,21,21
OCLN,0,0,0
OCM,0,0,0
OCRL,4,4,2
OCSTAMP,0,2,0
ODAM,21,13,14
ODAPH,0,1,0
ODC1,30,18,19
ODF1,0,0,0
ODF2,1,0,0
ODF2L,1,1,0
ODF3,0,0,0
ODF3B,11,17,23
ODF3L1,13,0,6
ODF3L2,0,0,0
ODR4,3,4,3
OFD1,2,2,2
OGA,5,10,6
OGDH,2,2,1
OGDHL,0,0,0
OGFOD1,2,2,2
OGFOD2,0,0,0
OGFOD3,3,5,3
OGFR,65,106,67
OGFRL1,10,22,6
OGG1,0,1,1
OGN,1,7,3
OGT,31,18,27
OIP5,0,0,0
OIT3,0,0,0
OLA1,1,1,1
OLAH,0,0,0
OLFM1,0,2,1
OLFM2,2,2,1
OLFM3,0,0,0
OLFM4,1918,338,939
OLFML1,1,2,0
OLFML2A,1,4,1
OLFML2B,1,5,0
OLFML3,27,88,41
OLIG1,0,0,1
OLIG2,1,0,0
OLR1,21,49,1
OMA1,16,4,9
OMD,4,10,4
OMG,2,65,3
OMP,0,0,0
ONECUT1,1,0,4
ONECUT2,17,12,15
ONECUT3,125,42,26
OOEP,3,0,1
OPA1,0,1,0
OPA3,4,3,3
OPALIN,0,0,0
OPCML,0,0,0
OPHN1,0,0,0
OPLAH,2,2,1
OPN1LW,0,0,0
OPN1SW,0,0,0
OPN3,5,12,2
OPN4,0,0,0
OPN5,0,0,0
OPRD1,0,0,0
OPRK1,0,0,0
OPRL1,0,0,0
OPRM1,0,0,0
OPRPN,0,0,0
OPTC,0,0,0
OPTN,12,17,8
OR10A4,0,0,0
OR10C1,0,0,0
OR10G2,0,0,0
OR10G4,0,0,0
OR10G6,0,0,0
OR10G8,0,0,0
OR10G9,0,0,0
OR10H2,0,0,0
OR10H3,0,0,0
OR10H5,0,0,0
OR10J1,0,0,0
OR10K2,0,0,0
OR10P1,0,0,0
OR10Q1,0,0,0
OR10R2,0,0,0
OR10T2,0,0,0
OR10X1,0,0,0
OR11A1,0,0,0
OR11L1,0,0,0
OR12D3,0,0,0
OR13A1,0,0,0
OR13C4,0,0,0
OR13C5,0,0,0
OR13C8,0,0,0
OR13J1,0,0,0
OR14I1,0,0,0
OR14K1,0,0,0
OR1A1,0,0,0
OR1A2,0,0,0
OR1B1,0,0,0
OR1C1,0,0,0
OR1D2,0,0,0
OR1E1,0,0,0
OR1E2,0,0,0
OR1I1,0,0,0
OR1J1,0,0,0
OR1J4,0,0,0
OR1L3,0,0,0
OR1L4,0,0,0
OR1N2,0,0,0
OR1S1,0,0,0
OR2A12,0,0,0
OR2A14,0,0,0
OR2A7,0,0,0
OR2AE1,0,0,0
OR2AT4,0,0,0
OR2B3,0,0,0
OR2B6,0,0,0
OR2C1,0,0,0
OR2C3,0,0,0
OR2D3,0,0,0
OR2F1,0,0,0
OR2G3,0,0,0
OR2H1,0,0,0
OR2I1P,0,0,0
OR2J2,0,0,0
OR2J3,0,0,0
OR2L13,0,0,0
OR2L2,0,0,0
OR2M3,0,0,0
OR2M4,0,0,0
OR2M5,0,0,0
OR2S2,0,0,0
OR2T10,0,0,0
OR2T11,0,0,0
OR2T12,0,0,0
OR2Y1,0,0,0
OR2Z1,0,0,0
OR3A1,0,0,0
OR3A2,0,0,0
OR4A16,0,0,0
OR4A47,0,0,0
OR4B1,0,0,0
OR4C15,0,0,0
OR4C6,0,0,0
OR4D1,0,0,0
OR4D10,0,0,0
OR4D5,0,0,0
OR4E1,0,0,0
OR4F6,0,0,0
OR4K1,0,0,0
OR4K14,0,0,0
OR4K2,0,0,0
OR4L1,0,0,0
OR4M1,0,0,0
OR4N2,0,0,0
OR4X1,0,0,2
OR51B2,0,0,0
OR51B4,0,0,0
OR51C1P,0,0,0
OR51E1,2,0,0
OR51E2,0,0,0
OR51G2,0,0,0
OR51I1,0,0,0
OR51I2,0,0,0
OR51L1,0,0,0
OR51M1,0,0,0
OR51Q1,0,0,0
OR51T1,0,0,0
OR51V1,0,0,0
OR52A1,0,0,0
OR52A5,0,0,0
OR52B4,0,0,0
OR52B6,0,0,0
OR52D1,0,0,0
OR52E2,0,0,0
OR52E5,0,0,0
OR52E6,0,0,0
OR52E8,0,0,0
OR52H1,0,0,0
OR52I1,0,0,0
OR52I2,0,0,0
OR52J3,0,0,0
OR52K2,0,0,1
OR52L1,0,0,0
OR52M1,0,0,0
OR52N1,0,0,0
OR52N2,2,0,0
OR52N4,0,0,0
OR52N5,0,0,2
OR52W1,0,0,0
OR56A3,0,0,0
OR56B4,0,0,1
OR5A1,0,0,0
OR5A2,0,0,0
OR5AP2,0,0,0
OR5AR1,0,0,0
OR5AS1,0,0,0
OR5B17,0,0,0
OR5B2,0,0,0
OR5BS1P,0,0,0
OR5D18,0,0,0
OR5D3P,0,0,0
OR5H1,0,0,0
OR5H2,0,0,0
OR5K3,0,0,0
OR5L1,0,0,0
OR5L2,0,0,0
OR5P2,0,0,0
OR5T1,0,0,0
OR5T3,0,0,0
OR5W2,0,0,0
OR6B1,0,0,0
OR6B3,0,0,0
OR6C6,0,0,0
OR6C76,0,0,0
OR6F1,0,0,0
OR6J1,0,0,0
OR6K2,0,0,0
OR6N1,0,0,0
OR6N2,0,0,0
OR6S1,0,0,0
OR6T1,0,0,0
OR6V1,0,0,0
OR6X1,0,0,0
OR6Y1,0,0,0
OR7A10,0,0,0
OR7A17,0,3,0
OR7A5,0,0,0
OR7D2,1,0,3
OR7E24,0,0,0
OR7G1,0,0,0
OR7G2,0,0,0
OR7G3,0,0,0
OR8A1,0,0,0
OR8D1,0,0,0
OR8D4,0,0,0
OR8G1,0,0,0
OR8G5,0,0,0
OR8J1,0,0,0
OR8K3,0,0,0
OR9A2,0,0,0
OR9K2,0,0,0
OR9Q1,0,0,0
OR9Q2,0,0,0
ORAI1,8,10,4
ORAI2,5,8,3
ORAI3,71,85,57
ORC1,0,0,0
ORC2,1,0,1
ORC3,0,0,0
ORC4,0,0,0
ORC5,1,1,1
ORC6,1,3,2
ORM1,0,0,0
ORM2,0,0,0
ORMDL1,7,9,5
ORMDL2,346,368,178
ORMDL3,32,16,21
OS9,12,15,10
OSBP,30,19,21
OSBP2,0,0,0
OSBPL10,0,0,0
OSBPL11,4,3,2
OSBPL1A,1,1,1
OSBPL2,10,5,6
OSBPL3,0,0,0
OSBPL5,0,1,0
OSBPL6,0,0,0
OSBPL8,0,1,0
OSBPL9,0,0,0
OSCAR,0,1,0
OSCP1,1,0,0
OSER1,3,3,3
OSGEP,50,47,30
OSGEPL1,0,1,0
OSGIN1,19,12,6
OSGIN2,5,5,6
OSM,8,33,4
OSMR,1,1,1
OSR1,0,3,1
OSR2,0,3,2
OST4,2448,2372,1642
OSTC,91,74,62
OSTF1,2,3,1
OSTM1,5,13,4
OSTN,0,0,0
OTC,0,0,0
OTOA,0,0,0
OTOF,0,0,0
OTOG,0,0,0
OTOGL,0,0,0
OTOL1,0,0,0
OTOP1,0,0,0
OTOP2,0,0,0
OTOP3,0,0,0
OTOR,1,0,0
OTP,0,0,0
OTUB1,26,25,27
OTUB2,1,1,1
OTUD1,131,356,102
OTUD3,2,2,1
OTUD4,1,2,1
OTUD5,2,2,1
OTUD6A,0,0,0
OTUD6B,3,6,4
OTUD7A,0,0,0
OTUD7B,1,1,1
OTULIN,2,3,1
OTULINL,2,2,1
OTX1,1,0,0
OTX2,0,0,0
OVCH1,0,0,0
OVCH2,0,0,0
OVGP1,0,1,1
OVOL1,17,1,7
OVOL2,1,0,1
OVOL3,0,0,1
OXA1L,225,272,204
OXCT1,0,1,0
OXCT2,0,0,0
OXER1,0,0,39
OXGR1,0,0,0
OXLD1,17,9,25
OXNAD1,0,0,0
OXR1,0,0,0
OXSM,12,6,14
OXSR1,3,2,2
OXT,0,0,0
OXTR,0,3,0
P2RX1,0,0,2
P2RX2,0,0,0
P2RX3,0,0,0
P2RX4,4,5,4
P2RX5,0,0,0
P2RX5-TAX1BP3,0,0,0
P2RX6,0,0,0
P2RX7,0,0,0
P2RY1,29,39,32
P2RY10,0,0,0
P2RY11,20,49,27
P2RY12,0,1,0
P2RY13,3,57,7
P2RY14,0,1,0
P2RY2,0,2,0
P2RY4,0,0,0
P2RY6,0,0,0
P3H1,4,4,1
P3H2,1,1,2
P3H3,17,33,11
P3H4,6,3,4
P4HA1,4,7,3
P4HA2,3,2,2
P4HA3,0,1,0
P4HB,968,624,1075
P4HTM,5,5,10
PA2G4,136,150,87
PAAF1,1,0,1
PABPC1,271,284,209
PABPC1L,2,3,3
PABPC3,3,15,1
PABPC4,40,69,56
PABPC4L,0,0,0
PABPC5,0,0,1
PABPN1,242,239,204
PABPN1L,0,0,0
PACRG,0,0,0
PACRGL,0,0,0
PACS1,3,3,1
PACS2,0,0,0
PACSIN1,0,0,0
PACSIN2,2,1,1
PACSIN3,1,1,1
PADI1,1,1,0
PADI2,2,6,0
PADI3,0,0,0
PADI4,0,0,0
PADI6,0,0,0
PAEP,2,5,0
PAF1,41,30,27
PAFAH1B1,2,2,2
PAFAH1B2,4,4,3
PAFAH1B3,8,5,3
PAFAH2,2,1,1
PAG1,0,0,0
PAGE1,0,0,0
PAGE3,0,0,0
PAGE4,0,0,0
PAGE5,0,0,0
PAGR1,9,6,7
PAH,0,0,5
PAICS,3,3,3
PAIP1,3,2,2
PAIP2,4,7,4
PAIP2B,0,0,2
PAK1,0,0,0
PAK1IP1,11,12,8
PAK2,6,7,4
PAK3,0,0,0
PAK4,0,0,0
PAK5,0,0,0
PAK6,1,0,0
PALB2,1,0,0
PALD1,0,0,0
PALLD,1,1,0
PALM,0,1,0
PALM3,12,4,17
PALMD,4,7,10
PAM,0,0,0
PAM16,0,0,0
PAMR1,0,1,1
PAN2,1,1,1
PAN3,0,0,0
PANK1,0,0,0
PANK2,1,2,1
PANK3,33,38,20
PANK4,3,5,3
PANO1,11,0,15
PANX1,6,4,2
PANX2,5,1,5
PANX3,0,0,0
PAOX,1,1,1
PAPLN,0,1,0
PAPOLA,4,5,4
PAPOLB,0,0,1
PAPOLG,2,5,2
PAPPA,0,1,1
PAPPA2,0,0,0
PAPSS1,4,5,2
PAPSS2,2,10,4
PAQR3,1,1,0
PAQR4,7,9,6
PAQR5,0,0,0
PAQR6,0,0,1
PAQR7,7,3,5
PAQR8,25,10,9
PAQR9,0,0,0
PARD3,0,0,0
PARD3B,0,0,0
PARD6A,9,9,19
PARD6B,55,43,40
PARD6G,1,0,0
PARG,0,0,0
PARK7,29,31,21
PARL,1,1,1
PARM1,3,9,3
PARN,0,0,0
PARP1,18,21,16
PARP10,6,5,4
PARP11,0,1,0
PARP12,2,2,1
PARP14,20,19,17
PARP15,0,0,0
PARP16,0,0,0
PARP2,4,5,3
PARP3,23,14,13
PARP4,4,6,2
PARP6,0,1,0
PARP8,0,0,0
PARP9,1,1,1
PARPBP,0,0,0
PARS2,1,1,6
PARVA,3,4,2
PARVB,0,0,0
PARVG,2,9,1
PASD1,0,0,0
PASK,0,0,0
PATE1,0,0,0
PATE2,0,0,0
PATE3,0,0,0
PATE4,0,0,0
PATJ,0,0,0
PATL1,10,13,13
PATL2,0,0,0
PATZ1,9,4,9
PAWR,2,2,2
PAX1,0,0,0
PAX2,0,0,0
PAX3,0,0,0
PAX4,0,0,0
PAX5,0,0,0
PAX6,0,0,0
PAX7,0,0,0
PAX8,1,1,1
PAX9,0,0,0
PAXBP1,4,6,5
PAXIP1,1,1,1
PAXX,29,23,23
PBDC1,148,165,93
PBK,1,0,0
PBLD,2,1,3
PBOV1,0,4,4
PBRM1,0,0,0
PBX1,1,0,1
PBX2,0,0,0
PBX3,0,0,0
PBX4,0,1,0
PBXIP1,61,40,35
PC,0,0,0
PCARE,0,0,0
PCBD1,84,74,84
PCBD2,5,5,3
PCBP1,4848,5006,3134
PCBP2,27,40,31
PCBP3,0,0,0
PCBP4,4,5,3
PCCA,0,0,0
PCCB,2,2,1
PCDH1,18,8,8
PCDH10,0,0,0
PCDH11X,0,0,0
PCDH11Y,0,0,0
PCDH12,0,2,2
PCDH15,0,0,0
PCDH17,0,2,2
PCDH18,3,8,1
PCDH19,0,0,0
PCDH20,2,0,3
PCDH7,3,2,1
PCDH8,0,0,1
PCDH9,0,0,0
PCDHA1,0,0,0
PCDHA10,0,0,0
PCDHA11,0,0,0
PCDHA12,0,0,0
PCDHA13,0,0,0
PCDHA2,0,0,0
PCDHA3,0,0,0
PCDHA4,0,0,0
PCDHA5,0,0,0
PCDHA6,0,0,0
PCDHA7,0,0,0
PCDHA8,0,0,0
PCDHA9,0,0,0
PCDHAC1,0,0,0
PCDHAC2,0,0,0
PCDHB1,2,0,2
PCDHB10,7,7,3
PCDHB11,4,8,5
PCDHB12,0,6,0
PCDHB13,17,6,7
PCDHB14,34,49,23
PCDHB15,7,3,7
PCDHB16,42,21,21
PCDHB2,1,2,1
PCDHB3,0,0,2
PCDHB4,9,19,5
PCDHB5,1,3,1
PCDHB6,4,0,5
PCDHB7,19,31,8
PCDHB8,0,0,0
PCDHB9,20,14,4
PCDHGA1,0,0,0
PCDHGA10,2,0,1
PCDHGA11,0,0,0
PCDHGA12,0,0,0
PCDHGA2,0,0,0
PCDHGA3,0,0,0
PCDHGA4,0,0,0
PCDHGA5,1,0,0
PCDHGA6,1,1,0
PCDHGA7,0,0,0
PCDHGA8,0,0,1
PCDHGA9,0,0,0
PCDHGB1,0,0,0
PCDHGB2,0,0,0
PCDHGB3,0,0,0
PCDHGB4,0,0,0
PCDHGB5,0,0,0
PCDHGB6,0,0,0
PCDHGB7,1,0,0
PCDHGC3,0,0,0
PCDHGC4,0,0,0
PCDHGC5,0,0,0
PCED1A,8,8,8
PCED1B,0,0,0
PCF11,12,14,12
PCGF1,56,10,32
PCGF2,4,7,5
PCGF3,1,1,1
PCGF5,1,1,1
PCGF6,0,1,1
PCID2,0,1,1
PCIF1,6,7,3
PCK1,4,10,9
PCK2,1,2,3
PCLAF,1,2,1
PCLO,0,0,0
PCM1,1,1,1
PCMT1,2,2,1
PCMTD1,3,3,4
PCMTD2,6,10,9
PCNA,31,16,39
PCNP,7,9,6
PCNT,0,0,0
PCNX1,0,0,0
PCNX2,0,0,0
PCNX3,5,4,4
PCNX4,3,4,5
PCOLCE,30,254,37
PCOLCE2,1,2,0
PCP2,0,0,2
PCP4,0,0,0
PCP4L1,0,0,0
PCSK1,0,2,0
PCSK1N,8,351,102
PCSK2,0,2,0
PCSK4,0,0,0
PCSK5,0,0,0
PCSK6,0,0,0
PCSK7,7,6,6
PCSK9,3,0,0
PCTP,1,1,0
PCYOX1,29,23,23
PCYOX1L,3,3,3
PCYT1A,17,16,7
PCYT1B,0,0,0
PCYT2,3,1,2
PDAP1,52,38,34
PDC,0,0,0
PDCD1,2,0,2
PDCD10,2,2,1
PDCD11,2,3,2
PDCD1LG2,0,1,0
PDCD2,23,22,19
PDCD2L,2,2,2
PDCD4,10,23,31
PDCD5,128,110,71
PDCD6,11,8,7
PDCD6IP,9,7,5
PDCD7,16,50,26
PDCL,56,44,20
PDCL2,0,0,0
PDCL3,9,13,7
PDE10A,0,0,0
PDE11A,0,0,0
PDE12,6,8,5
PDE1A,0,0,0
PDE1B,0,0,0
PDE1C,0,0,0
PDE2A,0,0,0
PDE3A,0,1,0
PDE3B,0,1,0
PDE4B,0,0,0
PDE4C,3,1,1
PDE4D,0,0,0
PDE4DIP,0,0,0
PDE5A,0,1,1
PDE6A,0,0,0
PDE6B,0,0,0
PDE6C,0,0,0
PDE6D,3,2,1
PDE7A,1,1,1
PDE7B,0,0,0
PDE8A,1,1,1
PDE8B,0,0,0
PDE9A,0,0,0
PDGFA,12,7,6
PDGFB,4,2,4
PDGFC,1,1,1
PDGFD,1,0,1
PDGFRA,0,2,0
PDGFRB,12,25,5
PDGFRL,0,1,0
PDHA1,14,9,14
PDHB,32,50,29
PDHX,2,3,1
PDIA2,112,438,2682
PDIA3,348,254,211
PDIA4,32,19,18
PDIA5,1,1,2
PDIA6,19,13,17
PDIK1L,2,6,5
PDILT,0,0,0
PDK1,0,0,0
PDK2,5,4,6
PDK3,0,0,0
PDK4,149,230,225
PDLIM1,61,66,58
PDLIM2,14,14,9
PDLIM3,2,8,6
PDLIM4,5,11,3
PDLIM5,2,3,2
PDLIM7,17,15,6
PDP1,12,9,7
PDP2,2,1,2
PDPK1,1,1,1
PDPN,0,1,1
PDPR,1,1,1
PDRG1,46,47,31
PDS5A,1,1,1
PDS5B,1,1,0
PDSS1,0,0,0
PDSS2,0,0,0
PDX1,13,10,42
PDXDC1,1,1,1
PDXK,4,3,3
PDXP,0,0,0
PDYN,0,0,0
PDZD11,8,13,8
PDZD2,0,0,0
PDZD3,2,0,4
PDZD4,0,0,0
PDZD7,0,0,0
PDZD8,2,2,2
PDZK1,0,0,0
PDZK1IP1,496,156,268
PDZRN3,0,0,0
PDZRN4,0,1,0
PEA15,68,79,35
PEAK1,0,0,0
PEAK3,0,0,0
PEAR1,0,0,0
PEBP1,525,738,702
PEBP4,0,0,0
PECAM1,1,4,1
PECR,2,1,1
PEF1,10,4,5
PEG10,0,4,3
PEG3,0,0,0
PELI1,10,6,5
PELI2,0,0,0
PELI3,1,3,1
PELO,59,31,32
PELP1,12,14,13
PEMT,0,1,1
PENK,0,0,0
PEPD,1,2,1
PER2,4,8,4
PER3,0,0,0
PERM1,0,0,1
PERP,484,371,245
PES1,16,9,9
PET100,60,17,37
PET117,14,29,15
PEX1,2,4,2
PEX10,5,3,5
PEX11A,10,3,8
PEX11B,9,7,5
PEX11G,1,1,1
PEX12,10,46,14
PEX13,17,10,10
PEX14,0,0,0
PEX16,7,6,4
PEX19,25,29,17
PEX2,5,10,6
PEX26,12,8,8
PEX3,9,15,8
PEX5,0,0,0
PEX5L,0,0,0
PEX6,1,2,2
PEX7,1,1,1
PF4,85,72,34
PF4V1,10,0,0
PFAS,2,2,1
PFDN1,16,12,7
PFDN2,75,59,45
PFDN4,24,13,16
PFDN5,245,321,230
PFDN6,36,39,21
PFKFB1,0,0,0
PFKFB2,2,2,1
PFKFB3,2,1,2
PFKFB4,0,0,0
PFKL,3,4,2
PFKM,0,0,0
PFKP,1,0,0
PFN1,1238,1797,673
PFN2,35,88,55
PFN3,0,0,0
PFN4,0,3,0
PGA3,0,5,0
PGA5,1,15,1
PGAM1,2,7,3
PGAM2,6,0,3
PGAM5,12,23,11
PGAP1,0,0,0
PGAP2,0,0,0
PGAP3,4,3,4
PGBD1,0,2,0
PGBD2,1,1,1
PGBD4,8,4,11
PGBD5,1,2,2
PGC,2835,16870,537
PGD,16,8,6
PGF,1,7,2
PGGHG,15,11,38
PGGT1B,4,3,2
PGK1,294,321,171
PGK2,0,0,0
PGLYRP1,0,0,0
PGLYRP2,0,0,0
PGLYRP3,0,0,0
PGLYRP4,0,0,0
PGM1,7,4,6
PGM2,7,7,5
PGM2L1,19,14,7
PGM3,3,2,2
PGM5,0,1,0
PGP,109,178,74
PGPEP1,3,4,3
PGPEP1L,0,0,0
PGR,0,1,0
PGRMC1,72,44,50
PGRMC2,156,111,121
PGS1,0,0,0
PHACTR1,0,0,0
PHACTR2,1,1,1
PHACTR3,0,0,0
PHACTR4,2,2,1
PHAX,41,31,32
PHB2,100,113,122
PHC1,1,0,1
PHC2,2,3,1
PHC3,0,0,0
PHETA1,12,7,6
PHETA2,13,28,8
PHEX,0,0,0
PHF1,16,20,16
PHF10,34,47,25
PHF11,6,3,5
PHF12,1,1,1
PHF13,20,14,16
PHF14,3,3,2
PHF19,0,1,0
PHF2,1,2,1
PHF20,1,1,0
PHF20L1,1,1,1
PHF21A,0,0,0
PHF21B,0,0,0
PHF23,20,21,11
PHF24,0,0,0
PHF3,4,4,3
PHF5A,105,75,45
PHF6,4,3,2
PHF7,1,0,0
PHF8,0,0,0
PHGDH,0,0,3
PHGR1,5,2,1
PHIP,6,7,6
PHKA1,0,0,0
PHKA2,0,0,0
PHKB,1,1,1
PHKG1,7,6,6
PHKG2,14,8,10
PHLDA1,1008,669,536
PHLDA2,2220,978,1079
PHLDA3,32,74,45
PHLDB1,0,1,0
PHLDB2,0,2,1
PHLDB3,1,0,1
PHLPP1,0,2,1
PHLPP2,0,2,1
PHOSPHO1,0,0,0
PHOSPHO2,2,7,3
PHOX2A,0,0,0
PHOX2B,0,0,0
PHPT1,19,30,14
PHRF1,1,1,1
PHTF1,0,0,0
PHTF2,0,0,0
PHYH,3,6,4
PHYHD1,2,2,5
PHYHIP,0,0,0
PHYHIPL,0,0,1
PHYKPL,1,2,1
PI15,0,0,0
PI16,0,3,0
PI3,348,870,15
PI4K2A,7,28,7
PI4K2B,3,1,1
PI4KA,0,1,0
PI4KB,2,2,2
PIANP,0,3,0
PIAS1,1,1,1
PIAS2,0,0,0
PIAS3,37,28,27
PIAS4,6,6,4
PIBF1,0,0,0
PICALM,1,1,0
PICK1,3,1,3
PID1,0,0,0
PIDD1,1,2,2
PIEZO1,13,13,9
PIEZO2,0,0,0
PIF1,0,0,0
PIFO,1,0,2
PIGA,5,0,3
PIGB,0,0,0
PIGBOS1,32,45,18
PIGC,94,68,86
PIGF,1,1,1
PIGG,1,0,0
PIGH,7,6,8
PIGK,4,5,4
PIGL,0,0,0
PIGM,114,53,85
PIGN,0,0,0
PIGO,8,8,7
PIGP,23,48,25
PIGQ,8,10,10
PIGR,1849,515,812
PIGS,31,44,35
PIGT,23,25,15
PIGU,1,1,1
PIGV,1,2,1
PIGW,9,7,5
PIGX,6,8,8
PIGZ,1,1,1
PIH1D1,21,12,25
PIH1D2,0,0,0
PIK3AP1,1,1,2
PIK3C2A,2,2,2
PIK3C2B,1,1,1
PIK3C2G,0,0,0
PIK3C3,1,2,1
PIK3CA,2,5,2
PIK3CB,0,0,0
PIK3CD,0,0,0
PIK3CG,0,1,0
PIK3IP1,26,36,16
PIK3R1,3,5,2
PIK3R2,1,0,1
PIK3R3,0,0,0
PIK3R4,5,3,4
PIK3R5,0,1,0
PIK3R6,0,0,0
PIKFYVE,0,0,0
PILRA,2,7,1
PILRB,9,1,6
PIM1,157,226,141
PIM2,8,17,10
PIM3,2102,1171,1098
PIMREG,0,0,0
PIN1,3,4,5
PIN4,7,5,4
PINK1,53,86,40
PINLYP,1,7,0
PINX1,0,0,0
PIP,0,0,0
PIP4K2A,1,1,0
PIP4K2B,2,1,1
PIP4K2C,8,15,4
PIP4P1,45,48,36
PIP4P2,6,15,4
PIP5K1A,1,1,0
PIP5K1B,0,0,0
PIP5K1C,0,1,0
PIP5KL1,1,1,1
PIPOX,0,0,1
PIR,2,0,1
PIRT,0,0,0
PISD,2,2,1
PITHD1,27,27,21
PITPNA,5,9,4
PITPNB,5,3,3
PITPNC1,0,0,0
PITPNM1,2,1,2
PITPNM2,0,0,0
PITPNM3,1,1,1
PITRM1,1,1,1
PITX1,34,14,14
PITX2,0,0,0
PITX3,0,0,0
PIWIL1,0,0,0
PIWIL2,0,0,0
PIWIL3,0,0,0
PIWIL4,7,4,3
PJA1,21,9,15
PJA2,30,29,22
PJVK,0,0,0
PKD1,0,1,1
PKD1L1,0,0,0
PKD1L3,0,0,0
PKD2,1,4,2
PKD2L1,0,0,0
PKD2L2,0,0,0
PKDCC,37,48,25
PKDREJ,2,0,1
PKHD1,0,0,0
PKHD1L1,0,0,0
PKIA,0,0,0
PKIB,0,0,0
PKIG,1,2,1
PKLR,0,0,0
PKM,6,7,3
PKMYT1,0,0,0
PKN1,3,3,2
PKN2,3,2,2
PKN3,2,3,1
PKNOX1,1,1,0
PKNOX2,0,0,0
PKP1,1,0,0
PKP2,3,1,3
PKP3,96,29,55
PKP4,0,0,0
PLA1A,0,1,0
PLA2G10,3,1,1
PLA2G12A,35,34,52
PLA2G12B,0,0,0
PLA2G15,5,6,2
PLA2G1B,168,83,15450
PLA2G2A,2,19,0
PLA2G2C,0,0,0
PLA2G2D,2,4,0
PLA2G2F,0,0,0
PLA2G3,0,0,0
PLA2G4A,0,1,0
PLA2G4B,0,0,0
PLA2G4C,0,0,0
PLA2G4D,0,0,0
PLA2G4E,0,0,0
PLA2G4F,0,0,0
PLA2G5,0,0,0
PLA2G6,0,0,0
PLA2G7,5,10,0
PLA2R1,0,0,0
PLAA,2,2,2
PLAC1,0,0,0
PLAC8,22,7,11
PLAC8L1,0,0,0
PLAC9,1,4,0
PLAG1,0,0,0
PLAGL1,0,0,0
PLAGL2,3,2,4
PLAT,95,141,44
PLAU,24,66,8
PLAUR,18,17,6
PLB1,0,0,0
PLBD1,52,36,24
PLBD2,6,8,3
PLCB1,0,0,0
PLCB2,0,1,0
PLCB3,18,11,9
PLCB4,0,0,0
PLCD1,2,5,3
PLCD3,7,3,3
PLCD4,0,0,0
PLCE1,0,0,0
PLCG1,1,0,0
PLCG2,1,1,1
PLCH1,0,0,0
PLCH2,0,0,0
PLCL1,0,0,0
PLCL2,0,0,0
PLCXD2,0,0,0
